Municipality;Address;Building;Year_of_listing;Year_of_construction;Period;Description;Full_address;Latitude;Longitude
Roskilde;Bondetinget 17;Bondetinget 17;1979;1600;Renaissance;Forhuset (ca. 1600). Fredet 1979.*;Bondetinget 17, Roskilde, Danmark;55,6417570;12,0767510
Roskilde;Algade 3;Algade 3;1919;middelalder;Medieval;Forhusets kælder (middelalder). Fredet 1919.;Algade 3, Roskilde, Danmark;55,6411980;12,0819410
Roskilde;Sankt Ibsvej 2 og Frederiksborgvej 31;Sankt Ibs Kirke;1987;;Medieval;Medievallige dele af kirkebygningen. Fredet 1987.;Sankt Ibsvej 2 og Frederiksborgvej 31, Roskilde, Danmark;;
Roskilde;Stændertorvet 1;Sankt Laurentius' Tårn, Rådhustårnet;1918;1500;Medieval;Tårnet fra den nedbrudte Sankt Laurentii kirke med trappehus på sydsiden (ca. 1500) og tilbygget nygotisk forhal mod øst. Fredet 1918.;Stændertorvet 1, Roskilde, Danmark;55,6413530;12,0802060
Roskilde;Bondetinget 4;Bondetinget 4;1978;1844;Classicism;Forhuset og de to dermed sammenbyggede sidehuse (1844 af G.F. Hetsch). Fredet 1978.*;Bondetinget 4, Roskilde, Danmark;55,6422230;12,0784980
Roskilde;Bredgade 2 A;Duebrødre Kloster;1964;1841;Classicism;Bygningen mod Bredgade med gavl mod Allehelgensgade (1841). Fredet 1964.;Bredgade 2 A, Roskilde, Danmark;55,6395040;12,0810270
Roskilde;Domkirkepladsen 1;Statsskolen;1924;1842;Classicism;Forbygningen (1842 af Jørgen Hansen Koch). Fredet 1924.*;Domkirkepladsen 1, Roskilde, Danmark;55,6422040;12,0795570
Roskilde;Domkirkepladsen 2;Meyercrones Stiftelse;1978;1833;Classicism;Den gulkalkede bygning (1833), havemuren mod Regensstien og Domkirkepladsen og det stensatte gærde langs Provstestræde. Fredet 1978. Udvidet 1984.*;Domkirkepladsen 2, Roskilde, Danmark;55,6433620;12,0801970
Roskilde;Domkirkepladsen 4;Domprovstegården;1964;1843;Classicism;Hovedbygningen (1843) med bindingsværksstaldbygningen og stendige mod Provstestræde, samt den middelalderlige kælder under den søndre sidefløj. Fredet 1964. Udvidet 1987.*;Domkirkepladsen 4, Roskilde, Danmark;55,6433320;12,0811540
Roskilde;Havnevej 17 A;Sankt Clara Mølle;1980;1831;Classicism;Det enetages beboelseshus nordligst på grunden (1831). Fredet 1980.*;Havnevej 17 A, Roskilde, Danmark;55,6471970;12,0762320
Roskilde;Hejnstrupvej 35;Hejnstrupgård;1959;1780;Classicism;Hovedbygningen og nordre staldlænge (1780). Fredet 1959.*;Hejnstrupvej 35, Roskilde, Danmark;55,7310710;12,1439680
Roskilde;Jernbanegade 1 A;Roskilde Jernbanestation;1964;1847;Classicism;Stationens hovedbygning (1847 af arkitekt J.F. Meyer). Fredet 1964.*;Jernbanegade 1 A, Roskilde, Danmark;55,6392110;12,0888100
Roskilde;Ringstedgade 76 A-78 og Møllehusene 5-19 (tidl;Ringstedgade 80);1964;1849;Classicism;De Danske Spritfabrikker Roskilde. Hovedbygningen med fritliggende sidebygning (1849) og whiskyfabrikken (1881 af Martin Borch, tilbygget 1885 og 1914). Fredet 1964. Udvidet 1990 og 2017.*;Ringstedgade 76 A-78 og Møllehusene 5-19 (tidl, Roskilde, Danmark;;
Roskilde;Sankt Olsgade 18 og Sankt Olsstræde 1;Sukkerhuset, Liebes Gård, Museum;1919;1804;Classicism;Forhuset (1804) og den som sukkerraffinaderi opførte bygning langs Sankt Olsstræde (1763). Fredet 1919. Udvidet 1978.*;Sankt Olsgade 18 og Sankt Olsstræde 1, Roskilde, Danmark;;
Roskilde;Skolegade 3;Rektorbolig;1945;1821;Classicism;Hovedbygningen med sidelænger (1821 af Peder Malling). Fredet 1945.*;Skolegade 3, Roskilde, Danmark;55,6425590;12,0787940
Roskilde;Smedestræde 1;Jyllinge Smedie;1990;1800;Classicism;Smedjelængen, den tidl. smedebolig med stald- og udhustilbygning (ca. 1800) samt de stenlagte arealer ved længerne. Fredet 1990.*;Smedestræde 1, Roskilde, Danmark;55,7539190;12,1034120
Roskilde;Store Valbyvej 276;Østrupgård;1959;1819;Classicism;Hovedbygningen (1819). Fredet 1959.;Store Valbyvej 276, Roskilde, Danmark;55,7264650;12,2002650
Roskilde;Østermarken 4;Bukkehøjgård;1997;1800;Classicism;Den firelængede bondegård og den fritliggende svinestald (før 1800) samt den brostensbelagte gård og stendigerne på ejendommen. Fredet 1997.;Østermarken 4, Roskilde, Danmark;55,6928920;12,1666040
Roskilde;Algade 13;Hotel Prindsen;1980;1875;Historicism;Hovedbygningen mod Algade samt tilbygningen mod Rosenhavestræde (1875-76 af Ove Petersen). Fredet 1980.*;Algade 13, Roskilde, Danmark;55,6412220;12,0834600
Roskilde;Birkede-Dåstrup (Møllevej) og Birkede-Søster Svenstrup (Birkede Brovej);Jernbanebroer (2 stk.) ved Birkede;1981;1853;Historicism;De to jernbanebroer over vestbanen på vejstrækningerne Birkede-Dåstrup (ca. 1920) og Birkede-Søster Svenstrup (1853) henholdsvis 44,185 og 44,635 km. fra København. Fredet 1981.;Birkede-Dåstrup (Møllevej) og Birkede-Søster Svenstrup (Birkede Brovej), Roskilde, Danmark;;
Roskilde;Bondetinget 19;Bondetinget 19;1979;1851;Historicism;Forhuset (1851). Fredet 1979.*;Bondetinget 19, Roskilde, Danmark;55,6417620;12,0765570
Roskilde;Boserupvej 2;Sankt Hans Hospital, Kurhuset;1944;1851;Historicism;Kurhuset (1851 af Gottlieb Bindesbøll). Fredet 1944.;Boserupvej 2, Roskilde, Danmark;55,6503200;12,0685230
Roskilde;Byvolden 25 A-B;Kastellet;1986;1900;Historicism;"Villaen (1900 af Gustav Wied), det lille bindingsværkshus ""Enkesædet"", den nordre bygning ""Kavalerfløjen"" med havemur, haven og mindelunden med 28 mindestøtter i cement. Fredet 1986.*";Byvolden 25 A-B, Roskilde, Danmark;55,6422320;12,0729595
Roskilde;Domkirkestræde 10;Konventhuset (tidl;1924;1858;Historicism;Stiftsbiblioteket). Det middelalderlige stenhus med tilbygning (1858-59 af Ferdinand Meldahl). Fredet 1924.*;Domkirkestræde 10, Roskilde, Danmark;55,6428110;12,0815380
Roskilde;Havnevej 25;Rings Villa;2001;1913;Historicism;Villaen (1913-14 af Andreas Clemmensen) og smedejernshavelågen med granitborner. Fredet 2001.;Havnevej 25, Roskilde, Danmark;55,6480740;12,0764490
Roskilde;Møllevej 16;Den tidl;2000;1914;Historicism;Birkede Skole. Den tidl. Birkede Skole, udhuset (begge 1914) samt de seis lindetræer. Fredet 2000.*;Møllevej 16, Roskilde, Danmark;55,5349170;12,0030230
Roskilde;Ringstedgade 3;Farvergården;1979;1857;Historicism;Forhuset (1857 af Mathias Brock, ombygget i 1860'erne af H.S. Sibbern). Fredet 1979.*;Ringstedgade 3, Roskilde, Danmark;55,6402300;12,0761340
Roskilde;Sankt Ibsvej 12;Roskilde Gasværk;1994;1863;Historicism;Hovedbygningen (1863, om- og tilbygget 1899 og 1930). Fredet 1994.;Sankt Ibsvej 12, Roskilde, Danmark;;
Roskilde;Sankt Peders Stræde 8A-E;Roskilde Jomfrukloster;1918;1907;Historicism;Den gamle fløj (ca. 1550, istandsat 1670), tilbygningen to klosteret (1907 af Jens Ingwersen), forvalterboligen (1916 af Jens Ingwersen), haven, havemuren og gårdspladsen. Fredet 1918. Udvidet 1988.*;Sankt Peders Stræde 8A-E, Roskilde, Danmark;55,6423458;12,0858009
Roskilde;Skovbogade 43 A og C;Remiseanlægget ved Roskilde Station;1992;1898;Historicism;Vestre ringremise (1898) og østre ringremise med mellembygning (ca. 1920), vandrensningsbygning (1898), drejeskiven med sporanlæg (1898) og vandkranen. Fredet 1992.;Skovbogade 43 A og C, Roskilde, Danmark;;
Roskilde;Store Gråbrødrestræde 12 B;Kapellet på Gråbrødre Kirkegård;2000;1856;Historicism;Gråbrødre Kirkegårds Kapel (1856-57 af Henning Wolff og Ferdinand Meldahl m.fl.) samt kirkegårdens ringmur (1853 af Ferdinand Meldahl) og indgangsportal (1853 af Henning Wolff). Fredet 2000.;Store Gråbrødrestræde 12 B, Roskilde, Danmark;55,6396950;12,0866630
Roskilde;Algade 15 A og G;Bryggergården;1979;1650;Baroque and rococo;Forhuset (ca. 1650) og den del af sidehuset mod Rosenhavestræde, der er i bindingsværk. Fredet 1979.;Algade 15 A og G, Roskilde, Danmark;;
Roskilde;Skolegade 5, 7 og 9 og Lille Maglekildestræde 2;Webers Gaard;1919;1700;Baroque and rococo;Forhuset (Skolegade 7-9) i en etage og det med dette sammenbyggede baghus (1700-tallet af Lorenz Weber) samt hjørnebebyggelsen (Skolegade 5/ Lille Maglekildestræde 2) bestående af den toetages beboelsesbygning mod øst (1700-tallet af Lorenz Weber) og den med denne toetages sammenbyggede, vest derfor liggende enetages bygning, oprindelig beboelse med værksted (1839 af Lorenz Weber). Fredet 1919. Udvidet 1996.*;Skolegade 5, 7 og 9 og Lille Maglekildestræde 2, Roskilde, Danmark;;
Roskilde;Stændertorvet 3 A-E;Palæet;1918;1733;Baroque and rococo;Hovedbygning med sidebygninger (1733 af Lauritz de Thurah), vestfløjen (1736 af Lauritz de Thurah) med rester af vestmuren af den tidl. bispegårds hovedbygning (ca. 1100), sydfløjen (portfløjen) med fremspringende bindingsværksfløje, østfløjen (begge 1736 af Lauritz de Thurah), forbindende arkader i de fire hjørner samt forbindelsesgang mellem hovedbygningen og domkirke (ca. 1200), Palæhaven og den omgivende mur mod Stændertorvet, Fondens Bro og Domkirkepladsen. Fredet 1918. Udvidet 2014.;Stændertorvet 3 A-E, Roskilde, Danmark;55,6413050;12,0809764
Roskilde;Stændertorvet 3 F;Den gamle Husarstald;1918;1700;Baroque and rococo;Den 52 fag lange bindingsværksbygning (1700-tallet). Fredet 1918.;Stændertorvet 3 F, Roskilde, Danmark;55,6418550;12,0824110
Roskilde;Dronning Margrethes Vej 1 (tidl;Frederiksborgvej 2);1983;;;Klosterkilden. Den stensatte kildegrotte med kildebrønd. Fredet 1983.;Dronning Margrethes Vej 1 (tidl, Roskilde, Danmark;;
Roskilde;Maglekildevej;Maglekilde;1979;;;Den stensatte opbygning om Maglekildes udspring. Fredet 1979.;Maglekildevej, Roskilde, Danmark;55,6423508;12,0763951
Roskilde;Tuttesti;Sankt Hans Kilde;1976;;;Den stensatte indramning af kildeudløbet med tilhørende brolægning med rendestensbræt og to flankerende bænke. Fredet 1976.;Tuttesti, Roskilde, Danmark;55,6467351;12,0793365
Rudersdal;Attemosevej 53;Attemosevej 53;2008;1970;Modernism;Villaen med brolagt forplads, terrasse samt swimmingpool med badehus (1970 af Gehrdt Bornebusch). Fredet 2008.;Attemosevej 53, Rudersdal, Danmark;55,8156810;12,5075470
Rudersdal;Dronninggårds Allé 42;Dronninggårds Allé 42;2001;1953;Modernism;Villaen og det åbne areal herunder (1953 af Jørn Utzon). Fredet 2001.*;Dronninggårds Allé 42, Rudersdal, Danmark;55,8113730;12,4601790
Rudersdal;Geelsvej 10;Geelsvej 10;2026;1954;Modernism;Huset med mur samt omgivende have (1954 af Arne Jacobsen). Fredet 2026.;Geelsvej 10, Rudersdal, Danmark;55,8033050;12,4611760
Rudersdal;Granholmen 9-44, 46-47, Parcelvej 26A-42B (lige numre) og Vejlemosevej 38-66 (lige numre);Parcelgården;2015;1950;Modernism;Rækkehusbebyggelsen Parcelgården med 66 rækkehuse, garagebygninger og veje, stier, ankomstpladser, fællesarealer samt afgrænsningen af de private haver. (1950-54 af Palle Suenson og C.Th. Sørensen). Fredet 2015;Granholmen 9-44, 46-47, Parcelvej 26A-42B (lige numre) og Vejlemosevej 38-66 (lige numre), Rudersdal, Danmark;;
Rudersdal;K-F Nærum og Omegn 1-50 (tidl;Nærumgårdsvej 73);1991;1949;Modernism;De Ovale Haver. Kolonihaveparken (1949 af C.Th. Sørensen). Fredet 1991.;K-F Nærum og Omegn 1-50 (tidl, Rudersdal, Danmark;;
Rudersdal;Lyngskrænten 5;Lyngskrænten 5;2022;1987;Modernism;Villaen med carport (1987 af Tage Lyneborg) samtvandhaven og haven (1987 af Cornelia Zibrandtsen i samarbejde med Tage Lyneborg). Fredet 2022;Lyngskrænten 5, Rudersdal, Danmark;55,8141540;12,5115470
Rudersdal;Norske Allé 15;Villa Kathus;2000;1968;Modernism;Villaen med garage, terrasser, læmure, trapper, flisebelægninger og trædesten (1968 af Bertel Udsen) samt haveanlægget foran hovedindgangen og de tre løvtræer. Fredet 2000.*;Norske Allé 15, Rudersdal, Danmark;55,8075740;12,4582700
Rudersdal;Paradisvænget 24;Paradisvænget 24;2012;1972;Modernism;Villaen med garage (1972 af Knud Holscher) og alle dele af haven (1972 af Svend Kierkegaard). Fredet 2012. *;Paradisvænget 24, Rudersdal, Danmark;55,8292070;12,4843510
Rudersdal;Attemosevej 170;Gl;1918;1756;Classicism;Holtegård. Hovedbygningen (1756-57 af Lauritz de Thurah). Fredet 1918.;Attemosevej 170, Rudersdal, Danmark;55,8289140;12,5174710
Rudersdal;Dronninggårds Allé 124-140;Næsseslottet, Dronninggård;1918;1783;Classicism;"Hovedbygningen (1783 af Andreas Kirkerup) og monumenterne i parken: søjlen for handel og søfart (1784 af C.F. Stanley), obelisken (1784 af Johannes Wiedewelt), den store vase med bukkehoveder og vinranker (af Johannes Wiedewelt), den lille vase med vindrueklaser (muligvis af Johannes Wiedewelt) og soluret, de to pavilloner (ca. 1900 af Axel Berg) og staldbygningen (ca. 1900 af Axel Berg) på mnr. 1 axd*; remisebygningen (1783, senere ombygget), muren nord for køkkenhaven (1783), gartnerboligen (ca. 1783, ombygget ca. 1900 af Axel Berg), pavillonen syd for gartnerboligen (ca. 1840-60 formentlig af G.F. Hetsch) samt monumentet ""Til ære for venskabet"" ved lågen i den østlige ende af køkkenhaven (1785, C.F. Stanley) på mnr. 1 ku*; de to brohuse (ca. 1783, later ombygget), udhuset i haven til det sydlige brohus og monumentet ""Eremittens farvel"" (ca. 1785, C.F. Stanley) ved indgangspartiet ved brohusene på mnr. 1e; samt parkanlægget på mnr. 1axd og 1ku og den del af 1e, der ligger på Næsset."" Fredet 1918. Udvidet 1954, 1990";Dronninggårds Allé 124-140, Rudersdal, Danmark;55,8105362;12,4615036
Rudersdal;Frederikslundsvej 21;Frederikslund;1978;1804;Classicism;Hovedbygningen (ca. 1804 af Joseph-Jacques Ramée). Fredet 1978.*;Frederikslundsvej 21, Rudersdal, Danmark;55,8133730;12,4633940
Rudersdal;Frydenlunds Allé 9-21;Frydenlund;1918;1793;Classicism;Hovedbygningen samt side- og indkørselsbygninger (1793-95 muligvis af J.H. Rawert). Fredet 1918.;Frydenlunds Allé 9-21, Rudersdal, Danmark;55,8390152;12,5607003
Rudersdal;Gammel Dronninggårds Allé 3 og 6;Lågepiller ved Gammel Dronninggårds Allé 3 og 6;1964;1780;Classicism;De to lågepiller, tidligere hørende til Næsseslottet (1780'erne). Fredet 1964.;Gammel Dronninggårds Allé 3 og 6, Rudersdal, Danmark;;
Rudersdal;Kildevej 8, Holte;Fredensdal;1983;1824;Classicism;De to bygninger (1824), haveanlægget med inventar og skrænten med grotten mellem haven og Søllerød sø. Fredet 1983.*;Kildevej 8, Holte, Rudersdal, Danmark;55,8159790;12,4869140
Rudersdal;Søllerødvej 30-32;Carlsminde;1918;1750;Classicism;Hovedbygningen og sidelængen (ca. 1750). Fredet 1918. *;Søllerødvej 30-32, Rudersdal, Danmark;55,8134376;12,5028211
Rudersdal;Søllerødvej 31;Søllerød Præstegård;1970;1794;Classicism;Den trelængede præstegård samt staldbygningen i nord (ca. 1794). Fredet 1970.*;Søllerødvej 31, Rudersdal, Danmark;55,8140580;12,4938260
Rudersdal;Søllerødvej 36-38;Fogedgården;1970;1838;Classicism;Bindingsværkslængen i syd (1838-49) og den grundmurede længe i nord (ca. 1850). Fredet 1970.*;Søllerødvej 36-38, Rudersdal, Danmark;55,8111096;12,4904558
Rudersdal;Søllerødvej 40;Olufshøj;1970;sidste halvdel af 1700-tallet;Classicism;Det vinkelbyggede, grundmurede house samt porten med murpiller ud mod Søllerødvej (sidste halvdel af 1700-tallet). Fredet 1970.*;Søllerødvej 40, Rudersdal, Danmark;55,8133250;12,4962550
Rudersdal;Vedbæk Strandvej 335;Egebakken;1977;1841;Classicism;Hovedbygningen (1841, veranda 1860), stalden og udhuset (1841). Fredet 1977.*;Vedbæk Strandvej 335, Rudersdal, Danmark;55,8445970;12,5718740
Rudersdal;Vedbæk Strandvej 387;Strandbo;1985;1835;Classicism;Beboelseshuset (de fem nordlige fag ca. 1835, de fire sydlige fag ca. 1860) og udhuset (ca. 1880). Fredet 1985.*;Vedbæk Strandvej 387, Rudersdal, Danmark;55,8497410;12,5695470
Rudersdal;Baneskellet 64-70 og 72-78;De to tidl;2001;1908;Historicism;portørboliger ved Vedbæk Station. De to tidl. portørboliger med udhuse (1908 af Christian Brandstrup og Holger Rasmussen). Fredet 2001.*;Baneskellet 64-70 og 72-78, Rudersdal, Danmark;;
Rudersdal;Bøllemosevej 4-6 og Skodsborgparken 19-21;Skodsborg Station;1992;1897;Historicism;Hovedbygning vest, med omgivende træloggia, toiletbygningen vest, udhus og rødmalet stakit mellem hovedbygning og udhus (1897 af Heinrich Wenck) samt hovedbygningen øst og toiletbygningen øst (1897 af Heinrich Wenck). Fredet 1992.;Bøllemosevej 4-6 og Skodsborgparken 19-21, Rudersdal, Danmark;;
Rudersdal;Kastanievej 16;Kastanievej 16;2021;1933;Historicism;Villaen (1933 af tømrermester L.V. Sørensen) med have (1979 af landskabsarkitekt C.Th. Sørensen). Fredet 2021*;Kastanievej 16, Rudersdal, Danmark;55,8181210;12,4716280
Rudersdal;Raadvad 46-50;Raadvad 46-50;1983;1879;Historicism;Hele området med alle bygninger og anlæg, herunder fabriksbygningerne nord for Nordre Mølleå (1879 ff), den tidligere staldbygning samt vognporten i bindingsværk i gården bag fabrikken. Fredet 1983.*;Raadvad 46-50, Rudersdal, Danmark;55,8062186;12,5594329
Rudersdal;Raadvad 52;Raadvad Kro;1983;1891;Historicism;Kroens hovedbygning med side- og bagbygning (1891, facaden ændret ca. 1914). Fredet 1983.;Raadvad 52, Rudersdal, Danmark;55,8066900;12,5594190
Rudersdal;Skodsborg Strandvej 113;Grevinde Danners Palæ;1950;1852;Historicism;Den toetages længe med jernaltanen (ældre hus forhøjet og helt ombygget 1852 af Peter Kornerup), mnr. 4a. Grotten i parken ved Grevinde Danners palæ, mnr. 4ai. Fredet 1950.;Skodsborg Strandvej 113, Rudersdal, Danmark;55,8180260;12,5746740
Rudersdal;Skodsborg Strandvej 123;Villa Rex;1994;1858;Historicism;Villaen (1858 af J.H. Nebelong for Kong Frederik VII og Grevinde Danner) og det med villaen sammenbyggede tårn (1880). Fredet 1994.;Skodsborg Strandvej 123, Rudersdal, Danmark;55,8188370;12,5745980
Rudersdal;Vedbæk Stationsvej 20 A;Vedbæk Station;1992;1897;Historicism;Hovedbygningen, trappehuset og perrontunnelen (1897 af Heinrich Wenck). Fredet 1992.*;Vedbæk Stationsvej 20 A, Rudersdal, Danmark;55,8529420;12,5629530
Rudersdal;Vedbæk Strandvej 341;Enrum;1984;1862;Historicism;Hovedbygningen med sidefløje og herskabsstalden (1862-64 af J.D. Herholdt) samt Kong Karls Kilde (1786). Fredet 1984.*;Vedbæk Strandvej 341, Rudersdal, Danmark;55,8455980;12,5690580
Rudersdal;Øverødvej 2;Søllerød Rådhus;;1942;Historicism;Rådhusbygningen med park og umiddelbare omgivelser (1942 af Arne Jacobsen og Flemming Lassen) samt annexbygningen mod øst (1967;Øverødvej 2, Rudersdal, Danmark;55,8108910;12,4737130
Rudersdal;Søllerødvej 23-25;Mothsgård;1970;1700;Baroque and rococo;Det trelængede anlæg (1700-tallet). Fredet 1970.;Søllerødvej 23-25, Rudersdal, Danmark;55,8127418;12,5110711
Rudersdal;Søllerødvej 35;Søllerød Kro;1964;;;Bygningerne mod gadekæret og den med disse sammenbyggede vinkelbygninger mod nord. Fredet 1964.*;Søllerødvej 35, Rudersdal, Danmark;55,8135120;12,4951690
Samsø;Tingvej 2 (tidl;Langgade);1964;middelalder;Medieval;Tranebjerg Kirkelade. Kirkeladebygningen (middelalder). Fredet 1964.*;Tingvej 2 (tidl, Samsø, Danmark;;
Samsø;Besser Hovedgade 1;Besser Præstegård;1950;1753;Classicism;Stuehuset (1753) og den i forlængelse hermed liggende portfløj (før 1753) samt de to udhuslænger og den brolagte gårdsplads. Fredet 1950. Udvidet 1982.*;Besser Hovedgade 1, Samsø, Danmark;55,8617890;10,6367370
Samsø;Besser Hovedgade 4;Dyrlægegården;1987;1810;Classicism;Det vinkelbyggede bindingsværksanlæg bestående af stuehus og udhus (1810). Fredet 1987.;Besser Hovedgade 4, Samsø, Danmark;55,8617890;10,6382600
Samsø;Hjortgyde 2;Hjortgyde 2;1964;1846;Classicism;Den vinkelformede bygning (stuehuset 1846, vestlængen 1870'erne). Fredet 1964.*;Hjortgyde 2, Samsø, Danmark;55,9643660;10,5526420
Samsø;Hæderlighedsgyden 15;Hæderlighedsgyden 15;1988;1795;Classicism;Det fjortenfags bindingsværkshus (1795, ombygget 1832 og 1870). Fredet 1988.*;Hæderlighedsgyden 15, Samsø, Danmark;55,9661850;10,5541930
Samsø;Klokkestræde 2;Klokkestræde 2;1964;1800;Classicism;Forhuset (beg. af 1800-tallet med anvendelse af ældre bindingsværkstømmer). Fredet 1964.;Klokkestræde 2, Samsø, Danmark;55,9650620;10,5519000
Samsø;Lisegyden 3;Lisegyden 3;1988;1844;Classicism;Det ellevefags beboelseshus af bindingsværk (før 1844, ombygget 1864 og ca. 1900). Fredet 1988.*;Lisegyden 3, Samsø, Danmark;55,9646860;10,5525260
Samsø;Lygten 3;Lygten 3;1965;1800;Classicism;Den vinkelformede bygning (forhuset ca. 1800, tilbygget ca. 1940). Fredet 1965.*;Lygten 3, Samsø, Danmark;55,9655910;10,5525160
Samsø;M.B;Jensensvej 1;1964;1830;Classicism;Lille Jens' Hus. Forhuset (1830'rne, ombygget 1854). Fredet 1964.;M.B, Samsø, Danmark;55,9667897;10,5518261
Samsø;Maarup Hovedgade 15;Maarup Hovedgade 15;1973;1780;Classicism;Østlængen (1780), nord- og vestlængen. Fredet 1973.*;Maarup Hovedgade 15, Samsø, Danmark;55,9449040;10,5673350
Samsø;Maren Findsgyde 8;Maren Findsgyde 8;1988;1795;Classicism;Det ottefags bindingsværkshus (før 1795, ombygget senest 1897). Fredet 1988.;Maren Findsgyde 8, Samsø, Danmark;;
Samsø;Morten Madsensvej 20;Morten Madsensvej 20;1987;1793;Classicism;Bindingsværkslængens otte vestligste fag (ca. 1793, senere ændringer). Fredet 1987.;Morten Madsensvej 20, Samsø, Danmark;;
Samsø;Morten Madsensvej 22;Morten Madsensvej 22;1987;1793;Classicism;Bindingsværkslængens 10 østligste fag (ca. 1793, ateliervindue i østgavlen 1947). Fredet 1987.;Morten Madsensvej 22, Samsø, Danmark;;
Samsø;Slagterivej 5, Strandgården;Ballen Kalkværk;1997;1832;Classicism;Kalkovnen med den enetages tilbygning (1832). Fredet 1997.;Slagterivej 5, Strandgården, Samsø, Danmark;;
Samsø;Torup 18 A;Torup 18 A;1987;1800;Classicism;Bindingsværkslængen (ca. 1800). Fredet 1987.*;Torup 18 A, Samsø, Danmark;55,8468940;10,6167550
Samsø;Ved Kæret 12;Ved Kæret 12;1964;1840;Classicism;Forhuset (1840). Fredet 1964.;Ved Kæret 12, Samsø, Danmark;55,9654070;10,5526110
Samsø;Ved Kæret 14;Ved Kæret 14;1964;1834;Classicism;Forhuset (ca. 1834). Fredet 1964.*;Ved Kæret 14, Samsø, Danmark;55,9653140;10,5522570
Samsø;Ved Kæret 6;Ved Kæret 6;1964;1849;Classicism;Forhus (1849) med sidebygning. Fredet 1964.;Ved Kæret 6, Samsø, Danmark;55,9654660;10,5532430
Samsø;Egevej 27;Egevej 27;1984;1854;Historicism;Stuehuset (1854). Fredet 1984.*;Egevej 27, Samsø, Danmark;55,8594850;10,5998690
Samsø;Kaasenvejen 16;Kolby Mølle;1964;1859;Historicism;Vindmøllen (1859, nuværende plads 1899). Fredet 1964.;Kaasenvejen 16, Samsø, Danmark;55,8007690;10,5426860
Samsø;Maarup Hovedgade 22;Beyergården;1991;1856;Historicism;Den firelængede, sammenbyggede gård bestående af stuehus, vestlænge, østlænge (ca. 1794, østlængens østmur opmuret mellem 1886 og 1907) og nordlænge (1856) samt den brolagte gårdsplads. Fredet 1991.*;Maarup Hovedgade 22, Samsø, Danmark;55,9458360;10,5668160
Samsø;Nordby Hovedgade 36 (tidl;32);1971;1857;Historicism;Klokketårnet. Klokketårnet med kampestenssætning (1857 af F.V.S. Jacobsen). Fredet 1971.;Nordby Hovedgade 36 (tidl, Samsø, Danmark;;
Samsø;Ved Kæret 8;Ved Kæret 8;1964;1860;Historicism;Forhus (1860) med sidebygning. Fredet 1964.;Ved Kæret 8, Samsø, Danmark;55,9654300;10,5530620
Samsø;Brundbyvej 23 A;Brundby Stubmølle, tidl;1964;1650;Baroque and rococo;Kolhøj Stubmølle. Stubmøllen (opført 1650 på Endelave, nuværende plads 1817). Fredet 1964.;Brundbyvej 23 A, Samsø, Danmark;55,8195280;10,6062370
Samsø;Kirkevej 10;Kirkevej 10;1987;1700;Baroque and rococo;Bindingsværkslænge (slutn. af 1700-tallet). Fredet 1987.;Kirkevej 10, Samsø, Danmark;55,8496850;10,5692640
Samsø;Morten Madsensvej 26;Morten Madsensvej 26;1987;1700;Baroque and rococo;Beboelsesbygningen og det tilbyggede udhus (slutn. af 1700-tallet). Fredet 1987.;Morten Madsensvej 26, Samsø, Danmark;;
Samsø;Per Poulsensvej 8 A;Per Poulsensvej 8 A;1964;1700;Baroque and rococo;Forhuset med udskud (1700-tallet). Fredet 1964.*;Per Poulsensvej 8 A, Samsø, Danmark;;
Samsø;Vestergyde 3;Vestergyde 3;1998;1700;Baroque and rococo;Den firelængede bondegård med stuehuset (ca. 1880) og de tre længer (1700-tallet), brønden samt pigstensbelægningen på gårdspladsen og ved nordlængens nordside. Fredet 1998.;Vestergyde 3, Samsø, Danmark;55,9632740;10,5519290
Samsø;Ørby Hovedgade 19;Ørbygård;1984;1700;Baroque and rococo;Den trelængede bindingsværksgård (slutn. af 1700-tallet). Fredet 1984.*;Ørby Hovedgade 19, Samsø, Danmark;55,7958380;10,5974350
Samsø;Besser Hovedgade 47;Besser Hovedgade 47;1964;;;Stuehuset. Fredet 1964.;Besser Hovedgade 47, Samsø, Danmark;55,8645900;10,6453350
Samsø;Nordby Hovedgade 27;Majstangen;1971;;;Stangen med det tremastede skib på toppen. Fredet 1971.;Nordby Hovedgade 27, Samsø, Danmark;55,9654290;10,5516820
Samsø;Storegade 49;Pillemark;1964;;;Forhuset. Fredet 1964.*;Storegade 49, Samsø, Danmark;55,8233150;10,5588100
Silkeborg;Vinderslevholmvej 56 A-B;Vinderslevholm;1985;1558;Renaissance;Hovedbygningen (antagelig 1558), de to staldbygninger og den brolagte gårdsplads. Fredet 1985.;Vinderslevholmvej 56 A-B, Silkeborg, Danmark;56,2500508;9,4535911
Silkeborg;Aunsbjergvej 2 A;Aunsbjerg;1945;1500;Medieval;Hovedbygningens gamle fløj (ca. 1500-50 og senere). Fredet 1945.;Aunsbjergvej 2 A, Silkeborg, Danmark;56,3222110;9,4154390
Silkeborg;Aunsbjergvej 6;Liselund;1945;1790;Classicism;Stuehuset i nord (1790), de to staldbygninger i øst (1915) og vest (1855) samt den trelængede bygning i syd (1830'rne). Fredet 1945.;Aunsbjergvej 6, Silkeborg, Danmark;56,3203140;9,3888800
